Id,ParentId,Level,Code,Sequence,CodeText,Component,Property,Timing,System,Scale,Method
180006227,31205356,2,80667-9,2612,Vasc Neuro Prog note,Progress note,Find,Pt,{Setting},Doc,Vascular neurology
180051419,31205356,2,85441-4,2613,Vascular surgery Prog note,Progress note,Find,Pt,{Setting},Doc,Vascular surgery
180093647,31205356,2,89821-3,2614,Wound care management Prog note,Progress note,Find,Pt,{Setting},Doc,Wound care management
180131424,31205356,2,94245-8,2615,WOC Prog note,Progress note,Find,Pt,{Setting},Doc,"Wound, ostomy, and continence care"
179408971,31205356,2,15507-7,2616,ED Prog note,Progress note,Find,Pt,Emergency department,Doc,{Role}
180163073,31205356,2,97669-6,2617,Emergency med ED Prog note,Progress note,Find,Pt,Emergency department,Doc,Emergency medicine
179581229,31205356,2,34130-5,2618,Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,{Role}
179327491,31205356,2,100547-9,2619,Adolescent med Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Adolescent medicine
179327516,31205356,2,100549-5,2620,Allergy Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Allergy
179327502,31205356,2,100548-7,2621,Allergy+Immunology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Allergy+Immunology
179327526,31205356,2,100550-3,2622,Attend Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Attending
179327540,31205356,2,100551-1,2623,Audiology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Audiology
179327560,31205356,2,100552-9,2624,Bariatric surg Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Bariatric surgery
179327570,31205356,2,100553-7,2625,Bld Bnk+Trans Med Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Blood banking and transfusion medicine
179327584,31205356,2,100554-5,2626,BM Transplant Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Bone marrow transplant
179327593,31205356,2,100555-2,2627,Breastfeeding Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Breastfeeding
179327609,31205356,2,100556-0,2628,Burn Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Burn management
179327619,31205356,2,100557-8,2629,Cardiac surgery Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Cardiac surgery
179895331,31205356,2,68472-0,2630,Cardiology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Cardiovascular disease
179895516,31205356,2,68484-5,2631,Cardio Attend Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Cardiovascular disease.attending
179895539,31205356,2,68485-2,2632,Cardio Med stdnt Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Cardiovascular disease.medical student
179327635,31205356,2,100558-6,2633,Cardio+Pulm disease Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Cardiovascular disease+Pulmonary disease
179327646,31205356,2,100559-4,2634,Child+teen psych Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Child and adolescent psychiatry
179327667,31205356,2,100560-2,2635,Electrophysiology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Clinical cardiac electrophysiology
179327682,31205356,2,100561-0,2636,Clinical genetics Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Clinical genetics
179327690,31205356,2,100562-8,2637,Clinical Neurophys Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Clinical neurophysiology
179327704,31205356,2,100563-6,2638,Clin Path Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Clinical pathology
179327715,31205356,2,100564-4,2639,Col+rec surg Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Colon and rectal surgery
179327729,31205356,2,100565-1,2640,Consultant Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Consultant
179865791,31205356,2,64059-9,2641,CCM Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Critical Care Medicine
179895340,31205356,2,68473-8,2642,CCM Attend Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Critical care medicine.attending
179865980,31205356,2,64071-4,2643,CCM MS Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Critical care medicine.medical student
179327739,31205356,2,100566-9,2644,Dentistry Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Dentistry
179327750,31205356,2,100567-7,2645,Dermatology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Dermatology
179327762,31205356,2,100568-5,2646,Develop-behav peds Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Developmental-behavioral pediatrics
179327774,31205356,2,100569-3,2647,Dialy+Ther Apher Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Dialysis+Therapeutic apheresis
179327788,31205356,2,100570-1,2648,Eating disorders Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Eating disorders
179327802,31205356,2,100571-9,2649,Endocrinology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Endocrinology
179327811,31205356,2,100572-7,2650,Fam Med Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Family medicine
179327826,31205356,2,100573-5,2651,Gastroenterology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Gastroenterology
179327833,31205356,2,100574-3,2652,General medicine Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,General medicine
179895369,31205356,2,68475-3,2653,Gen med Attend Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,General medicine.attending
179865740,31205356,2,64055-7,2654,Gen med MS Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,General medicine.medical student
179327850,31205356,2,100575-0,2655,Geri med Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Geriatric medicine
179327861,31205356,2,100576-8,2656,Gyn Onc Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Gynecologic oncology
179327873,31205356,2,100577-6,2657,Gynecology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Gynecology
179327894,31205356,2,100578-4,2658,Navigator Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Healthcare navigator
179327902,31205356,2,100579-2,2659,Heart failure Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Heart failure
179327923,31205356,2,100580-0,2660,HF+TC Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Heart failure+Transplant cardiology
179327938,31205356,2,100581-8,2661,Hematology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Hematology
179327950,31205356,2,100582-6,2662,HemOnc Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Hematology+Medical oncology
179327967,31205356,2,100583-4,2663,Hepatology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Hepatology
179327979,31205356,2,100584-2,2664,Immunology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Immunology
179327993,31205356,2,100585-9,2665,Infectious disease Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Infectious disease
179328013,31205356,2,100586-7,2666,Internal Med Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Internal medicine
179328017,31205356,2,100587-5,2667,IC Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Interventional cardiology
179328038,31205356,2,100588-3,2668,IR Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Interventional radiology
179328937,31205356,2,100659-2,2669,Mat fetal med Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Maternal and fetal medicine
179328060,31205356,2,100590-9,2670,MAiD Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Medical aid in dying
179328063,31205356,2,100591-7,2671,Mental health Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Mental health
179328081,31205356,2,100592-5,2672,Multi-spec prog Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Multi-specialty program
179328085,31205356,2,100593-3,2673,Neo peri med Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Neonatal perinatal medicine
179328104,31205356,2,100594-1,2674,Nephrology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Nephrology
179328124,31205356,2,100595-8,2675,Neuro surgery Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Neurological surgery
179328127,31205356,2,100596-6,2676,Neurology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Neurology
179328147,31205356,2,100597-4,2677,Child neuro Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Neurology w special qualifications in child neuro
179328170,31205356,2,100599-0,2678,Nurse Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Nurse
179328150,31205356,2,100598-2,2679,Nurse pract Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Nurse practitioner
179328173,31205356,2,100600-6,2680,Nutr+diet Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Nutrition and dietetics
179328213,31205356,2,100602-2,2681,OB Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Obstetrics
179328194,31205356,2,100601-4,2682,OBGYN Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Obstetrics and Gynecology
179328216,31205356,2,100603-0,2683,OT Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Occupational therapy
179328235,31205356,2,100604-8,2684,Oncology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Oncology
179328238,31205356,2,100605-5,2685,Ophthalmol Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Ophthalmology
179328258,31205356,2,100606-3,2686,OMS Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Oral and maxillofacial surgery
179328261,31205356,2,100607-1,2687,Orthopaedic surgery Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Orthopaedic surgery
179328280,31205356,2,100608-9,2688,Orthotics prosthetics Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Orthotics prosthetics
179328284,31205356,2,100609-7,2689,Otolaryngology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Otolaryngology
179328306,31205356,2,100610-5,2690,Pain medicine Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Pain medicine
179328323,31205356,2,100611-3,2691,Palliative care Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Palliative care
179328332,31205356,2,100612-1,2692,Pastoral Care Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Pastoral care
179328345,31205356,2,100613-9,2693,Peds cardiology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Pediatric cardiology
179328357,31205356,2,100614-7,2694,Peds dermatology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Pediatric dermatology
179328371,31205356,2,100615-4,2695,Peds endocrinology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Pediatric endocrinology
179328383,31205356,2,100616-2,2696,Peds gastroenterology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Pediatric gastroenterology
179328398,31205356,2,100617-0,2697,Peds hem-onc Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Pediatric hematology-oncology
179328408,31205356,2,100618-8,2698,Peds infect disease Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Pediatric infectious diseases
179328421,31205356,2,100619-6,2699,Peds otolaryngology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Pediatric otolaryngology
179328434,31205356,2,100620-4,2700,Peds pulmonology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Pediatric pulmonology
179328446,31205356,2,100621-2,2701,Peds rheumatology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Pediatric rheumatology
179328457,31205356,2,100622-0,2702,Peds surgery Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Pediatric surgery
179328473,31205356,2,100623-8,2703,Peds transpl hepato Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Pediatric transplant hepatology
179899327,31205356,2,68830-9,2704,Peds Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Pediatrics
179328483,31205356,2,100624-6,2705,Pharmacogenomics Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Pharmacogenomics
179328498,31205356,2,100625-3,2706,Pharmacology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Pharmacology
179328506,31205356,2,100626-1,2707,PM+R Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Physical medicine and rehab
179328520,31205356,2,100627-9,2708,PT Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Physical therapy
179328543,31205356,2,100628-7,2709,Plastic surgery Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Plastic surgery
179328546,31205356,2,100629-5,2710,Podiatry Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Podiatry
179327145,31205356,2,100522-2,2711,Psychiatric Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Psychiatry
179328566,31205356,2,100630-3,2712,Psych Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Psychology
179865847,31205356,2,64063-1,2713,Pulmonary disease Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Pulmonary disease
179895418,31205356,2,68478-7,2714,Pulmonary Attend Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Pulmonary disease.attending
179866130,31205356,2,64079-7,2715,Pulmonary MS Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Pulmonary disease.medical student
179328569,31205356,2,100631-1,2716,Radiation Onc Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Radiation oncology
179328591,31205356,2,100632-9,2717,Radiology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Radiology
179328594,31205356,2,100633-7,2718,Rapid response team Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Rapid response team
179328614,31205356,2,100634-5,2719,Rec therapy Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Recreational therapy
179328617,31205356,2,100635-2,2720,REI Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Reproductive endocrinology and infertility
179328640,31205356,2,100636-0,2721,Research Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Research
179895436,31205356,2,68479-5,2722,Resp therapy Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Respiratory therapy
179328654,31205356,2,100637-8,2723,Rheumatology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Rheumatology
179328665,31205356,2,100638-6,2724,Sleep med Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Sleep medicine
179328686,31205356,2,100639-4,2725,SW Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Social worker
179328696,31205356,2,100640-2,2726,Solid Org Transplant Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Solid organ transplant
179328711,31205356,2,100641-0,2727,Speech-lang path Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Speech-language pathology
179328725,31205356,2,100642-8,2728,Spinal surgery Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Spinal surgery
179865766,31205356,2,64057-3,2729,Surgery Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Surgery
179328738,31205356,2,100643-6,2730,Hand Surgery Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Surgery of the hand
179895446,31205356,2,68480-3,2731,Surg attend Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Surgery.attending
179865898,31205356,2,64067-2,2732,Surg Med stdnt Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Surgery.medical student
179865817,31205356,2,64061-5,2733,Cardiothor surg Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Thoracic and cardiac surgery
179895476,31205356,2,68481-1,2734,Cardiothor surg Attend Hosp Progress nte,Progress note,Find,Pt,Hospital,Doc,Thoracic and cardiac surgery.attending
179866059,31205356,2,64075-5,2735,Cardiothor surg MS Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Thoracic and cardiac surgery.medical student
179328763,31205356,2,100644-4,2736,Thromboemb Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Thromboembolism
179912969,31205356,2,70238-1,2737,Transpl surg Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Transplant surgery
179328771,31205356,2,100645-1,2738,Trauma Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Trauma
179328786,31205356,2,100646-9,2739,Urology Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Urology
179328795,31205356,2,100647-7,2740,Vasc Neuro Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Vascular neurology
179328808,31205356,2,100648-5,2741,Vascular surgery Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Vascular surgery
179328819,31205356,2,100649-3,2742,Wound care management Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,Wound care management
179328833,31205356,2,100650-1,2743,WOC Hosp Prog note,Progress note,Find,Pt,Hospital,Doc,"Wound, ostomy, and continence care"
179581180,31205356,2,34126-3,2744,ICU Prog note,Progress note,Find,Pt,Intensive care unit,Doc,{Role}
180133550,31205356,2,94467-8,2745,Cardiology ICU Prog note,Progress note,Find,Pt,Intensive care unit,Doc,Cardiovascular disease
179581241,31205356,2,34131-3,2746,OP Prog note,Progress note,Find,Pt,Outpatient,Doc,{Role}
179326064,31205356,2,100438-1,2747,Adolescent med OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Adolescent medicine
179326090,31205356,2,100440-7,2748,Allergy OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Allergy
179326069,31205356,2,100439-9,2749,Allergy+Immunology OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Allergy+Immunology
179326096,31205356,2,100441-5,2750,Attend OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Attending
179326113,31205356,2,100442-3,2751,Audiology OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Audiology
179326119,31205356,2,100443-1,2752,Bariatric surg OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Bariatric surgery
179326136,31205356,2,100444-9,2753,Bld Bnk+Trans Med OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Blood banking and transfusion medicine
179326142,31205356,2,100445-6,2754,BM Transplant OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Bone marrow transplant
179326162,31205356,2,100446-4,2755,Breastfeeding OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Breastfeeding
179326183,31205356,2,100447-2,2756,Burn OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Burn management
179326186,31205356,2,100448-0,2757,Cardiac surgery OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Cardiac surgery
179581157,31205356,2,34124-8,2758,Cardiology OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Cardiovascular disease
179326210,31205356,2,100449-8,2759,Cardio+Pulm disease OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Cardiovascular disease+Pulmonary disease
179326214,31205356,2,100450-6,2760,Child+teen psych OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Child and adolescent psychiatry
179326237,31205356,2,100451-4,2761,Chiropractic med OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Chiropractic medicine
179326240,31205356,2,100452-2,2762,Electrophysiology OP Prog note,Progress note,Find,Pt,Outpatient,Doc,Clinical cardiac electrophysiology
